example_id                                                                               | status  | run_time               |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:1:1]              | failed  | 0.00261 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:1:2]              | failed  | 0.00272 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:1:3]              | failed  | 0.00252 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:2:1]              | failed  | 0.00252 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:3:1]              | failed  | 0.00249 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:3:2]              | failed  | 0.00256 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:4:1]              | failed  | 0.00272 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:5:1]              | failed  | 0.00271 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:6:1]              | failed  | 0.00261 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:2:7:1]              | failed  | 0.00268 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:3:1:1]              | failed  | 0.00309 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:3:1:2]              | failed  | 0.00266 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:3:1:3]              | failed  | 0.00298 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:3:2:1]              | failed  | 0.02079 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:1:1]              | failed  | 0.00256 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:1:2]              | failed  | 0.00232 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:1:3]              | failed  | 0.00261 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:1:4]              | failed  | 0.00235 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:1:5]              | failed  | 0.00241 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:2:1]              | failed  | 0.00281 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:2:2]              | failed  | 0.00275 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:2:3]              | failed  | 0.00282 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:3:1]              | failed  | 0.00238 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:3:2]              | failed  | 0.0023 seconds         |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:4:1]              | failed  | 0.00263 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:4:5:1]              | failed  | 0.00263 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:5:1:1]              | failed  | 0.00364 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:5:1:2]              | failed  | 0.00303 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:5:1:3:1]            | failed  | 0.00324 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:6:1:1]              | failed  | 0.00435 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:6:1:2]              | failed  | 0.02593 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:7:1:1]              | passed  | 0.0029 seconds         |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:7:1:2]              | passed  | 0.00258 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:7:1:3]              | passed  | 0.00249 seconds        |
./spec/controllers/store_controllers/email_auth_controller_spec.rb[1:7:1:4]              | passed  | 0.00335 seconds        |
